Code,Latitude,Longitude,Score,StandardCivicNumber,StandardAddress,StandardCity,StandardStateorProvinceAbbrv,PostalZip,Frequency
K1L6H8,45.435113,-75.660967,2,1,,Vanier,ON,K1L6H8,1
S4B6E6,,0,0,,,,,S4B6E6,1
M1W3W6,43.804248,-79.333584,2,1,,Scarborough,ON,M1W3W6,1
N6C4R4,42.955866,-81.230942,2,1,,LONDON,ON,N6C4R4,1
P4N6Z2,48.487495,-81.319482,2,1,,Timmins,ON,P4N6Z2,1
M7A2H1,43.743536,-79.416736,2,1,,NORTH YORK,ON,M7A2H1,1
M9C5J5,43.644844,-79.567192,2,1,,ETOBICOKE,ON,M9C5J5,1
L1W2A1,43.829767,-79.066061,2,1,,Pickering,ON,L1W2A1,1
L4M1A6,44.389148,-79.686587,2,1,,Barrie,ON,L4M1A6,1
J3B6T4,45.296657,-73.255091,2,1,,SAINT-JEAN-SUR-RICHELIEU,QC,J3B6T4,1
T0A0M0,54.588341,-112.803148,2,1,,Boyle,AB,T0A0M0,1
L2A1P1,42.904885,-78.960967,2,1,,Fort Erie,ON,L2A1P1,1
H1V3C8,45.556326,-73.529245,2,1,,MONTR問AL,QC,H1V3C8,1
H1V3B1,45.555662,-73.529836,2,1,,MONTR問AL,QC,H1V3B1,1
H1V2Z1,45.554894,-73.530177,2,1,,MONTR問AL,QC,H1V2Z1,1
H1V2X1,45.554168,-73.530532,2,1,,MONTR問AL,QC,H1V2X1,1
H1V2W9,45.553957,-73.529337,2,1,,MONTR問AL,QC,H1V2W9,1
H1V2V1,45.55356,-73.531172,2,1,,MONTR問AL,QC,H1V2V1,1
H1V2T9,45.553612,-73.531376,2,1,,MONTR問AL,QC,H1V2T9,1
H1V2S4,45.552786,-73.531465,2,1,,MONTR問AL,QC,H1V2S4,1
H1V2J2,46.316632,-73.692138,2,1,,MONTR問AL,QC,H1V2J2,1
H1V2G2,45.558123,-73.532607,2,1,,MONTR問AL,QC,H1V2G2,1
H1L6N3,45.592597,-73.5222,2,1,,MONTR問AL,QC,H1L6N3,1
L3R1A7,43.823076,-79.350934,2,1,,Markham,ON,L3R1A7,1
A7C5C2,,0,0,,,,,A7C5C2,1
T1L1E1,51.178198,-115.571217,2,1,,BANFF,AB,T1L1E1,1
H1V3J2,45.562406,-73.545259,2,1,,MONTR問AL,QC,H1V3J2,1
H1V2C7,45.550041,-73.540628,2,1,,MONTR問AL,QC,H1V2C7,1
H1V3C7,45.560866,-73.545773,2,1,,MONTR問AL,QC,H1V3C7,1
H1V1B2,45.56324,-73.545654,2,1,,MONTR問AL,QC,H1V1B2,1
H1K2E5,45.601801,-73.536623,2,1,,MONTR問AL,QC,H1K2E5,1
H1K2H9,45.601593,-73.534327,2,1,,MONTR問AL,QC,H1K2H9,1
H1K3R2,45.601093,-73.535473,2,1,,MONTR問AL,QC,H1K3R2,1
H1K3N8,45.601793,-73.535207,2,1,,MONTR問AL,QC,H1K3N8,1
H3J1B1,45.487274,-73.578575,2,1,,MONTR問AL,QC,H3J1B1,1
P8N2A7,49.783266,-92.836312,2,1,,DRYDEN,ON,P8N2A7,1
N0M2E0,43.476705,-81.498576,2,1,,huron east,ON,N0M2E0,1
K0C1W0,45.258108,-74.971249,2,1,,MOOSE CREEK,ON,K0C1W0,1
N0K1K0,43.339872,-81.320005,2,1,,Kirkton,ON,N0K1K0,1
N0N1J0,43.096159,-82.000135,2,1,,Petrolia,ON,N0N1J0,1
P1B8L3,46.304051,-79.459519,2,1,,NORTH BAY,ON,P1B8L3,1
K0J1C0,45.732036,-76.850338,2,1,,Pembroke,ON,K0J1C0,1
N3A2P7,43.40195,-80.666866,2,1,,BADEN,ON,N3A2P7,1
N0K1M0,43.563753,-80.921711,2,1,,NEWTON,ON,N0K1M0,1
K0E1L0,44.394979,-76.018782,2,1,,LANSDOWNE,ON,K0E1L0,1
N0G2R0,44.100576,-81.697304,2,1,,KINCARDINE,ON,N0G2R0,1
N0M2T0,43.420836,-81.657338,2,1,,Hensall,ON,N0M2T0,1
N0R1B0,42.125893,-82.736453,2,1,,cottam,ON,N0R1B0,1
N0J1C0,43.033104,-80.644678,2,1,,Burgessville,ON,N0J1C0,1
P0L1C0,49.065428,-81.018554,2,1,,COCHRANE,ON,P0L1C0,1
N0G2T0,44.269386,-81.568441,2,1,,Kincardine,ON,N0G2T0,1
N0N1K0,42.811452,-81.978521,2,1,,DAWN-EUPHEMIA,ON,N0N1K0,1
N5H3E7,42.831139,-80.926222,2,1,,AYLMER,ON,N5H3E7,1
H1V2R3,45.552118,-73.531989,2,1,,MONTR問AL,QC,H1V2R3,1
H1V3K6,45.558539,-73.528194,2,1,,MONTR問AL,QC,H1V3K6,1
H1V3K7,45.558567,-73.528272,2,1,,MONTR問AL,QC,H1V3K7,1
H1V3G6,45.556843,-73.52828,2,1,,MONTR問AL,QC,H1V3G6,1
H1V3G5,45.556839,-73.528269,2,1,,MONTR問AL,QC,H1V3G5,1
H1V3J6,45.557884,-73.52865,2,1,,MONTR問AL,QC,H1V3J6,1
H1V3J7,45.557841,-73.528504,2,1,,MONTR問AL,QC,H1V3J7,1
C3E3B8,,0,0,,,,,C3E3B8,1
H1V2N6,45.55444,-73.545836,2,1,,MONTR問AL,QC,H1V2N6,1
H1V2M2,45.552382,-73.539395,2,1,,MONTR問AL,QC,H1V2M2,1
C2A4E6,,0,0,,,,,C2A4E6,1
C7B0F3,,0,0,,,,,C7B0F3,1
E4H0A0,45.811435,-64.735284,2,1,,,,E4H0A0,1
E4S0Y2,46.46543,-64.77145,2,1,,,,E4S0Y2,1
T0P1P5,57.245215,-111.602537,2,1,,,,T0P1P5,1
J5F4G8,,0,0,,,,,J5F4G8,1
V9S4E4,49.186382,-123.948384,2,1,,Nanaimo,BC,V9S4E4,1
H4R6V0,45.506769,-73.711977,2,1,,,,H4R6V0,1
J5Y5N8,45.77294,-73.425707,2,1,,,,J5Y5N8,1
K5W4G7,,0,0,,,,,K5W4G7,1
B4S5Q9,,0,0,,,,,B4S5Q9,1
C4D1Y1,,0,0,,,,,C4D1Y1,1
N0K5V6,43.493071,-81.12283,2,1,,,,N0K5V6,1
J3B6V5,45.455916,-73.049721,2,1,,SAINT-JEAN-SUR-RICHELIEU,QC,J3B6V5,1
T2E7P4,51.099378,-114.071166,2,1,,CALGARY,AB,T2E7P4,1
T2L2J8,51.103505,-114.141152,2,1,,Calgary,AB,T2L2J8,1
P7B1A7,48.435776,-89.221589,2,1,,Thunder Bay,ON,P7B1A7,1
H4C2N2,45.478449,-73.580968,2,1,,MONTR問AL,QC,H4C2N2,1
H1V3N6,45.554967,-73.538073,2,1,,Montr密al,QC,H1V3N6,1
H1V1N3,45.550468,-73.539046,2,1,,MONTR問AL,QC,H1V1N3,1
E1C6A6,46.103856,-64.795862,2,1,,Moncton,NB,E1C6A6,1
T0A3A0,53.990934,-111.295408,2,1,,ST PAUL,AB,T0A3A0,1
H3J1J1,45.48702,-73.572532,2,1,,MONTR問AL,QC,H3J1J1,1
H1L6L3,45.606565,-73.528978,2,1,,MONTR問AL,QC,H1L6L3,1
H1W2Y5,45.542562,-73.544586,2,1,,MONTR問AL,QC,H1W2Y5,1
H1V3T6,45.551107,-73.543918,2,1,,MONTREAL,QC,H1V3T6,1
H1V3C1,45.558307,-73.53788,2,1,,MONTR問AL,QC,H1V3C1,1
L2P3H6,43.168419,-79.213406,2,1,,Saint Catharines,ON,L2P3H6,1
M2N5W9,43.761749,-79.409357,2,1,,North York,ON,M2N5W9,1
T5R0Z1,53.609612,-113.463308,2,1,,Edmonton,AB,T5R0Z1,1
H1W3N4,45.547032,-73.539911,2,1,,MONTR問AL,QC,H1W3N4,1
H1L6P4,45.609719,-73.524695,2,1,,MONTR問AL,QC,H1L6P4,1
H1L6P5,45.610174,-73.526407,2,1,,MONTR問AL,QC,H1L6P5,1
H1W3B5,45.542107,-73.538006,2,1,,MONTR問AL,QC,H1W3B5,1
H3J1L2,45.485945,-73.571622,2,1,,MONTR問AL,QC,H3J1L2,1
A5A9B2,48.168664,-53.972592,2,1,,,,A5A9B2,1
A3Y2I1,,0,0,,,,,A3Y2I1,1
H3J1L4,45.485347,-73.572664,2,1,,MONTR問AL,QC,H3J1L4,1
T9H2E9,56.727576,-111.377869,2,1,,FORT MCMURRAY,AB,T9H2E9,1
J3A1G2,45.341033,-73.275758,2,1,,SAINT-JEAN-SUR-RICHELIEU,QC,J3A1G2,1
J3M1L7,45.435245,-73.158679,2,1,,MARIEVILLE,QC,J3M1L7,1
T9V2G6,53.277517,-110.034945,2,1,,LLOYDMINSTER,AB,T9V2G6,1
H4C2N1,45.477646,-73.579389,2,1,,MONTR問AL,QC,H4C2N1,1
H4C1X6,45.46968,-73.590495,2,1,,MONTR問AL,QC,H4C1X6,1
H4C2K9,45.47867,-73.578219,2,1,,MONTR問AL,QC,H4C2K9,1
L5E1E4,43.576948,-79.558502,2,1,,Mississauga,ON,L5E1E4,1
B9D2F8,,0,0,,,,,B9D2F8,1
M3C1Y9,43.724245,-79.336657,2,1,,NORTH YORK,ON,M3C1Y9,1
N0G2H0,43.961421,-81.512521,2,1,,lucknow,ON,N0G2H0,1
Y3M2Q2,,0,0,,,,,Y3M2Q2,1
H1W3E6,45.543342,-73.539794,2,1,,MONTR問AL,QC,H1W3E6,1
B0A8C0,46.142879,-59.865105,2,1,,,,B0A8C0,1
M2Q5Y2,,0,0,,,,,M2Q5Y2,1
H3J2M4,45.486427,-73.570448,2,1,,MONTR問AL,QC,H3J2M4,1
H1M3J6,45.582949,-73.562716,2,1,,Montr密al,QC,H1M3J6,1
H1W1X8,45.540904,-73.542764,2,1,,MONTR問AL,QC,H1W1X8,1
H1W1X5,45.53953,-73.543632,2,1,,MONTR問AL,QC,H1W1X5,1
H1W3X5,45.54023,-73.543253,2,1,,MONTR問AL,QC,H1W3X5,1
H2W1T8,45.699984,-73.59876,2,1,,MONTR問AL,QC,H2W1T8,1
T9E7P7,53.311379,-113.521357,2,1,,NISKU,AB,T9E7P7,1
T4H0A2,51.795266,-114.12746,2,1,,OLDS,AB,T4H0A2,1
H1K5B5,45.597464,-73.543716,2,1,,MONTR問AL,QC,H1K5B5,1
H4E2V3,45.448211,-73.601682,2,1,,MONTR問AL,QC,H4E2V3,1
H4E2V4,45.448319,-73.601646,2,1,,MONTR問AL,QC,H4E2V4,1
H4E2S9,45.447607,-73.604455,2,1,,MONTR問AL,QC,H4E2S9,1
H4E2S7,45.447142,-73.604416,2,1,,MONTR問AL,QC,H4E2S7,1
H4E2S6,45.446959,-73.603406,2,1,,MONTR問AL,QC,H4E2S6,1
H4E2S5,45.446748,-73.60137,2,1,,MONTR問AL,QC,H4E2S5,1
H4E2S4,45.446588,-73.601024,2,1,,MONTR問AL,QC,H4E2S4,1
H4E2T4,45.448242,-73.603733,2,1,,MONTR問AL,QC,H4E2T4,1
H4E2T5,45.448559,-73.603747,2,1,,MONTR問AL,QC,H4E2T5,1
H4E2W1,45.44864,-73.60072,2,1,,MONTR問AL,QC,H4E2W1,1
Y0N2M2,,0,0,,,,,Y0N2M2,1
H3J1H8,45.487631,-73.57553,2,1,,MONTR問AL,QC,H3J1H8,1
H3J1G7,45.485578,-73.577995,2,1,,MONTR問AL,QC,H3J1G7,1
H3J2H8,45.484482,-73.578577,2,1,,MONTR問AL,QC,H3J2H8,1
H3J2H7,45.484877,-73.578823,2,1,,MONTR問AL,QC,H3J2H7,1
B3B3R3,44.703204,-63.595248,2,1,,,,B3B3R3,1
H4C2E6,45.471828,-73.584615,2,1,,MONTR問AL,QC,H4C2E6,1
H4C1T3,45.558868,-73.52667,2,1,,MONTR問AL,QC,H4C1T3,1
H4C1T1,45.557434,-73.527284,2,1,,MONTR問AL,QC,H4C1T1,1
H4C3A6,45.471876,-73.585524,2,1,,MONTR問AL,QC,H4C3A6,1
P6C2V5,46.541255,-84.355914,2,1,,Sault Sainte Marie,ON,P6C2V5,1
H3J1G6,45.485454,-73.578191,2,1,,MONTR問AL,QC,H3J1G6,1
H3J1J8,45.483535,-73.578299,2,1,,MONTR問AL,QC,H3J1J8,1
H3J2M2,45.48693,-73.576503,2,1,,Montr密al,QC,H3J2M2,1
H3J2M3,45.479747,-73.571617,2,1,,MONTR問AL,QC,H3J2M3,1
H3J1A4,45.490363,-73.574776,2,1,,MONTR問AL,QC,H3J1A4,1
H3J1Y5,45.490123,-73.574104,2,1,,MONTR問AL,QC,H3J1Y5,1
H3J1B7,45.490033,-73.574197,2,1,,Montr密al,QC,H3J1B7,1
H3J1Z6,45.48977,-73.575131,2,1,,MONTR問AL,QC,H3J1Z6,1
H4E4J9,45.446344,-73.598695,2,1,,Montr密al,QC,H4E4J9,1
H3K2L6,45.481363,-73.562981,2,1,,MONTR問AL,QC,H3K2L6,1
H3K1R3,45.475416,-73.565943,2,1,,Montr密al,QC,H3K1R3,1
H1V3P7,45.550693,-73.538597,2,1,,MONTR問AL,QC,H1V3P7,1
L8M1H9,43.249976,-79.848461,2,1,,Hamilton,ON,L8M1H9,1
T9V2X1,53.278024,-110.040007,2,1,,LLOYDMINSTER,AB,T9V2X1,1
H1V3B9,45.558188,-73.537555,2,1,,MONTR問AL,QC,H1V3B9,1
A4M2U0,,0,0,,,,,A4M2U0,1
T9E0A8,53.331617,-113.526369,2,1,,NISKU,AB,T9E0A8,1
E4L1B3,45.896545,-64.374116,2,1,,Sackville,NB,E4L1B3,1
E4L1C8,45.898706,-64.372242,2,1,,SACKVILLE,NB,E4L1C8,1
H4E1K5,45.462068,-73.591591,2,1,,MONTR問AL,QC,H4E1K5,1
T1J4X4,49.69439,-112.89255,2,1,,LETHBRIDGE,AB,T1J4X4,1
L8L8K3,43.259667,-79.826905,2,1,,Hamilton,ON,L8L8K3,1
L6T1A2,43.68356,-79.713841,2,1,,BRAMPTON,ON,L6T1A2,1
P4N4X5,48.478342,-81.337964,2,1,,Timmins,ON,P4N4X5,1
P7C4B1,48.387564,-89.251036,2,1,,Thunder Bay,ON,P7C4B1,1
S4B0G2,,0,0,,,,,S4B0G2,1
B8U4N8,,0,0,,,,,B8U4N8,1
P8N2B2,49.781293,-92.836353,2,1,,Dryden,ON,P8N2B2,1
S9V0G4,53.277862,-109.994747,2,1,,LLOYDMINSTER,SK,S9V0G4,1
H1N2H4,45.56975,-73.548029,2,1,,MONTR問AL,QC,H1N2H4,1
H1N2H3,45.569734,-73.547979,2,1,,MONTR問AL,QC,H1N2H3,1
T0K0M0,49.636029,-114.502153,2,1,,Coleman,AB,T0K0M0,1
H1N3G7,45.583526,-73.531343,2,1,,MONTR問AL,QC,H1N3G7,1
H1N3H6,45.584223,-73.531245,2,1,,MONTR問AL,QC,H1N3H6,1
H1N1T8,45.584325,-73.532658,2,1,,MONTR問AL,QC,H1N1T8,1
T6E5B7,53.487613,-113.48561,2,1,,Edmonton,AB,T6E5B7,1
H1W3E4,45.54286,-73.538154,2,1,,MONTR問AL,QC,H1W3E4,1
H1W3E3,45.54278,-73.537941,2,1,,MONTR問AL,QC,H1W3E3,1
H1K2T1,45.60699,-73.53055,2,1,,MONTR問AL,QC,H1K2T1,1
H1K2S9,45.606984,-73.530554,2,1,,MONTR問AL,QC,H1K2S9,1
H1K2K8,45.607846,-73.530586,2,1,,MONTR問AL,QC,H1K2K8,1
H1K2K9,45.607151,-73.531002,2,1,,MONTR問AL,QC,H1K2K9,1
H1K2K7,45.606593,-73.531336,2,1,,MONTR問AL,QC,H1K2K7,1
H1K2K6,45.606986,-73.531092,2,1,,MONTR問AL,QC,H1K2K6,1
H1K2L8,45.607573,-73.529657,2,1,,MONTR問AL,QC,H1K2L8,1
H1K2L7,45.606628,-73.530204,2,1,,MONTR問AL,QC,H1K2L7,1
H1K2H8,45.608036,-73.531585,2,1,,Montr密al,QC,H1K2H8,1
H1K2H6,45.606743,-73.532387,2,1,,Montr密al,QC,H1K2H6,1
L0E7V1,44.277143,-79.311521,2,1,,,,L0E7V1,1
B8Q7G2,,0,0,,,,,B8Q7G2,1
M5H3S6,43.648033,-79.383653,2,1,,TORONTO,ON,M5H3S6,1
L2M6S3,43.168459,-79.206154,2,1,,Saint Catharines,ON,L2M6S3,1
H1V2L1,46.070463,-73.661027,2,1,,MONTR問AL,QC,H1V2L1,1
P3E6C6,46.484382,-81.007217,2,1,,Sudbury,ON,P3E6C6,1
M1K2M2,43.730783,-79.275144,2,1,,Scarborough,ON,M1K2M2,1
N1A3K4,42.905747,-79.615858,2,1,,,,N1A3K4,1
H3J1V4,45.48762,-73.566081,2,1,,MONTR問AL,QC,H3J1V4,1
H3J1L1,45.48987,-73.568126,2,1,,MONTR問AL,QC,H3J1L1,1
H4C3L4,45.475783,-73.590676,2,1,,MONTR問AL,QC,H4C3L4,1
P1L1W9,45.085763,-79.305379,2,1,,BRACEBRIDGE,ON,P1L1W9,1
Y5Y2Y0,,0,0,,,,,Y5Y2Y0,1
T1W1J9,51.079332,-115.332576,2,1,,Canmore,AB,T1W1J9,1
H3K3G1,45.477893,-73.568985,2,1,,MONTR問AL,QC,H3K3G1,1
T8V0N5,55.167969,-118.800894,2,1,,Grande Prairie,AB,T8V0N5,1
R8Y6W2,,0,0,,,,,R8Y6W2,1
E6S5F4,,0,0,,,,,E6S5F4,1
L7X6I5,,0,0,,,,,L7X6I5,1
K2S7P4,45.260357,-75.920641,2,1,,,,K2S7P4,1
T8A4G6,53.540752,-113.325098,2,1,,SHERWOOD PARK,AB,T8A4G6,1
T0H0I9,56.168908,-118.084416,2,1,,,,T0H0I9,1
H4A4I4,45.475422,-73.615408,2,1,,,,H4A4I4,1
T4L3Z8,52.470886,-113.732693,2,1,,,,T4L3Z8,1
H5S1W9,,0,0,,,,,H5S1W9,1
X1A1A1,62.472519,-114.341696,2,1,,YELLOWKNIFE,NT,X1A1A1,1
S1C1C1,,0,0,,,,,S1C1C1,1
T3E0B6,51.037881,-114.137036,2,1,,CALGARY,AB,T3E0B6,1
L3Z2B2,44.114711,-79.56571,2,1,,BRADFORD,ON,L3Z2B2,1
H3K1X2,45.475489,-73.561132,2,1,,MONTR問AL,QC,H3K1X2,1
E1D2M2,,0,0,,,,,E1D2M2,1
T9T5S2,,0,0,,,,,T9T5S2,1
G2E5W2,46.797914,-71.344406,2,1,,L&#39;ANCIENNE-LORETTE,QC,G2E5W2,1
H3J1E7,45.490396,-73.572491,2,1,,MONTR問AL,QC,H3J1E7,1
H3J1E6,45.490524,-73.571888,2,1,,MONTR問AL,QC,H3J1E6,1
H3J1E5,45.490555,-73.571899,2,1,,MONTR問AL,QC,H3J1E5,1
H3J1Y6,45.489031,-73.57444,2,1,,Montr密al,QC,H3J1Y6,1
H3J1Y4,45.489804,-73.573445,2,1,,Montr密al,QC,H3J1Y4,1
H3J1Y2,45.489608,-73.572791,2,1,,MONTR問AL,QC,H3J1Y2,1
H3J1B6,45.490453,-73.573757,2,1,,MONTREAL,QC,H3J1B6,1
H3J1B5,45.490472,-73.573795,2,1,,MONTR問AL,QC,H3J1B5,1
H3J1B4,45.49126,-73.572745,2,1,,MONTR問AL,QC,H3J1B4,1
H3J1B3,45.49084,-73.573132,2,1,,Montr密al,QC,H3J1B3,1
P1B9V1,46.313561,-79.466857,2,1,,North Bay,ON,P1B9V1,1
L4M3M9,44.394505,-79.685968,2,1,,BARRIE,ON,L4M3M9,1
H4E4L1,45.460773,-73.596697,2,1,,MONTR問AL,QC,H4E4L1,1
L9R1S9,44.153792,-79.869572,2,1,,ALLISTON,ON,L9R1S9,1
L5S1J7,43.691177,-79.658343,2,1,,Mississauga,ON,L5S1J7,1
H4C1N6,45.481027,-73.579754,2,1,,MONTR問AL,QC,H4C1N6,1
H4C3K2,45.480675,-73.581909,2,1,,MONTR問AL,QC,H4C3K2,1
H4C1N1,45.48127,-73.580777,2,1,,MONTR問AL,QC,H4C1N1,1
T9R9T9,,0,0,,,,,T9R9T9,1
H3K1E7,45.506018,-73.561086,2,1,,MONTR問AL,QC,H3K1E7,1
H3K2W7,45.479523,-73.566808,2,1,,MONTR問AL,QC,H3K2W7,1
H3K3C9,45.478851,-73.553042,2,1,,MONTR問AL,QC,H3K3C9,1
H3K1N1,45.477003,-73.568934,2,1,,MONTR問AL,QC,H3K1N1,1
H3K1M9,45.478044,-73.566784,2,1,,MONTR問AL,QC,H3K1M9,1
H3K1M5,45.480509,-73.562963,2,1,,MONTR問AL,QC,H3K1M5,1
H3K1L7,45.483893,-73.559309,2,1,,MONTR問AL,QC,H3K1L7,1
H3K1L5,45.477252,-73.570093,2,1,,MONTR問AL,QC,H3K1L5,1
H3K1K1,45.477833,-73.570597,2,1,,MONTR問AL,QC,H3K1K1,1
S4N6H4,50.453055,-104.582128,2,1,,REGINA,SK,S4N6H4,1
L5B1M5,43.591747,-79.640507,2,1,,Mississauga,ON,L5B1M5,1
T2J0N3,50.943122,-114.061257,2,1,,Calgary,AB,T2J0N3,1
H4E1Y6,45.45641,-73.597916,2,1,,MONTR問AL,QC,H4E1Y6,1
B0D5C7,,0,0,,,,,B0D5C7,1
M2R1Y8,43.730621,-79.428916,2,1,,NORTH YORK,ON,M2R1Y8,1
M4H1A4,43.704091,-79.351318,2,1,,East York,ON,M4H1A4,1
T6K4B5,53.434588,-113.441349,2,1,,Edmonton,AB,T6K4B5,1
K6H6C9,45.038612,-74.689937,2,1,,Cornwall,ON,K6H6C9,1
T4N2R2,52.283583,-113.80416,2,1,,Red Deer,AB,T4N2R2,1
J8T8B6,45.476323,-75.702031,2,1,,GATINEAU,QC,J8T8B6,1
S0H4K0,49.390963,-105.633363,2,1,,Willow Bunch,SK,S0H4K0,1
L1H7K4,43.992475,-78.907131,2,1,,OSHAWA,ON,L1H7K4,1
M1C1A4,43.786219,-79.188598,2,1,,Scarborough,ON,M1C1A4,1
T1K3M4,49.677596,-112.881316,2,1,,LETHBRIDGE,AB,T1K3M4,1
R3B2E9,49.894063,-97.151079,2,1,,WINNIPEG,MB,R3B2E9,1
H3A2B3,45.508675,-73.580217,2,1,,MONTR問AL,QC,H3A2B3,1
B1A4W5,46.190935,-59.981754,2,1,,GLACE BAY,NS,B1A4W5,1
N2J3Y7,43.484515,-80.50722,2,1,,Waterloo,ON,N2J3Y7,1
P3E2C6,46.471034,-80.980912,2,1,,Sudbury,ON,P3E2C6,1
M5B1E9,43.658052,-79.37854,2,1,,Toronto,ON,M5B1E9,1
X1A2G5,62.468117,-114.347334,2,1,,Yellowknife,NT,X1A2G5,1
B3H4J2,44.637065,-63.589393,2,1,,Halifax,NS,B3H4J2,1
Y1A5M2,60.683613,-135.07829,2,1,,WHITEHORSE,YT,Y1A5M2,1
S4P3A1,50.461704,-104.612263,2,1,,REGINA,SK,S4P3A1,1
T6G2J7,53.530149,-113.511903,2,1,,EDMONTON,AB,T6G2J7,1
V5A1S6,49.279184,-122.906251,2,1,,BURNABY,BC,V5A1S6,1
J1M0C8,45.36675,-71.840806,2,1,,SHERBROOKE,QC,J1M0C8,1
V8A2K2,49.837247,-124.529249,2,1,,POWELL RIVER,BC,V8A2K2,1
V1L1Y8,49.495102,-117.326306,2,1,,Nelson,BC,V1L1Y8,1
K8N5B9,44.172828,-77.386645,2,1,,Belleville,ON,K8N5B9,1
R7A2A9,49.845079,-99.934703,2,1,,BRANDON,MB,R7A2A9,1
K7N3Z4,44.223359,-76.646329,2,1,,,,K7N3Z4,1
N9B3P4,42.306898,-83.064106,2,1,,WINDSOR,ON,N9B3P4,1
N5Y5R6,43.013167,-81.194873,2,1,,LONDON,ON,N5Y5R6,1
L4A1G7,43.971464,-79.24706,2,1,,STOUFFVILLE,ON,L4A1G7,1
V2S7M8,49.029016,-122.284054,2,1,,ABBOTSFORD,BC,V2S7M8,1
V1V1V7,49.939259,-119.397818,2,1,,Kelowna,BC,V1V1V7,1
P7B5E1,48.42104,-89.27353,2,1,,Thunder Bay,ON,P7B5E1,1
E3B5A3,45.95063,-66.645345,2,1,,FREDERICTON,NB,E3B5A3,1
A1C5S7,47.571643,-52.722832,2,1,,ST. JOHN&#39;S,NL,A1C5S7,1
V9R5B8,49.163406,-123.935473,2,1,,NANAIMO,BC,V9R5B8,1
V0K1V0,50.699047,-121.931389,2,1,,Lillooet,BC,V0K1V0,1
V0G1Y0,49.078067,-117.800363,2,1,,rossland,BC,V0G1Y0,1
N0B1T0,43.769705,-80.067079,2,1,,East Garafraxa,ON,N0B1T0,1
K0J2A0,45.554925,-77.422317,2,1,,killaloe,ON,K0J2A0,1
B2G2X1,45.615878,-62.010382,2,1,,ANTIGONISH,NS,B2G2X1,1
V8W3P3,48.449077,-123.322384,2,1,,VICTORIA,BC,V8W3P3,1
N1G2W1,43.531043,-80.230338,2,1,,GUELPH,ON,N1G2W1,1
V6A4J1,49.281837,-123.102232,2,1,,VANCOUVER,BC,V6A4J1,1
L8S4S4,43.257976,-79.919163,2,1,,HAMILTON,ON,L8S4S4,1
E2L4L5,45.291199,-66.050953,2,1,,SAINT JOHN,NB,E2L4L5,1
B3G1M5,44.623506,-63.505555,2,1,,EASTERN PASSAGE,NS,B3G1M5,1
S7K1M4,52.11017,-106.665146,2,1,,SASKATOON,SK,S7K1M4,1
V2C0C8,50.667759,-120.364186,2,1,,Kamloops,BC,V2C0C8,1
L2S3A1,43.127508,-79.243046,2,1,,Saint Catharines,ON,L2S3A1,1
G0G1W0,51.412024,-57.203117,2,1,,LOURDES-DE-BLANC-SABLON,QC,G0G1W0,1
X0B0C0,69.117671,-105.052665,2,1,,Cambridge Bay,NU,X0B0C0,1
V0G1Z0,49.188872,-117.278413,2,1,,Nelson,BC,V0G1Z0,1
H4C2M6,45.48113,-73.584416,2,1,,MONTR問AL,QC,H4C2M6,1
C5D7D7,,0,0,,,,,C5D7D7,1
E1F8B3,,0,0,,,,,E1F8B3,1
T1V1P2,50.573687,-113.84776,2,1,,HIGH RIVER,AB,T1V1P2,1
K2P1M7,45.415447,-75.688212,2,1,,OTTAWA,ON,K2P1M7,1
H3J2B5,45.488648,-73.576541,2,1,,MONTR問AL,QC,H3J2B5,1
H3J1C4,45.488689,-73.575259,2,1,,MONTR問AL,QC,H3J1C4,1
H3J1B8,45.489125,-73.575132,2,1,,Montr密al,QC,H3J1B8,1
H3K1E6,45.537192,-73.548432,2,1,,MONTR問AL,QC,H3K1E6,1
T0A1A0,53.899471,-110.904059,2,1,,Rural,SK,T0A1A0,1
H3K3J6,45.478328,-73.550625,2,1,,MONTR問AL,QC,H3K3J6,1
K9L2A3,44.290763,-78.294314,2,1,,Peterborough,ON,K9L2A3,1
T5S2L1,53.512496,-113.561292,2,1,,EDMONTON,AB,T5S2L1,1
K0A3H0,45.351077,-75.349192,2,1,,Cumberland,ON,K0A3H0,1
P3C5M9,46.470671,-81.034858,2,1,,Sudbury,ON,P3C5M9,1
C7Q6U7,,0,0,,,,,C7Q6U7,1
Y7G0Z6,,0,0,,,,,Y7G0Z6,1
A4F4E0,,0,0,,,,,A4F4E0,1
K0A1W0,45.277106,-75.268122,2,1,,RUSSELL,ON,K0A1W0,1
P4N7H6,48.477372,-81.329575,2,1,,TIMMINS,ON,P4N7H6,1
H1V3S3,45.557918,-73.544752,2,1,,MONTR問AL,QC,H1V3S3,1
H1L6P7,45.608975,-73.518874,2,1,,MONTR問AL,QC,H1L6P7,1
H1L6P6,45.608522,-73.519527,2,1,,MONTR問AL,QC,H1L6P6,1
H1W2L4,45.538034,-73.54303,2,1,,MONTR問AL,QC,H1W2L4,1
T1G2J1,49.80067,-112.127396,2,1,,Taber,AB,T1G2J1,1
B9E3F2,,0,0,,,,,B9E3F2,1
T6T1R7,53.475074,-113.373531,2,1,,EDMONTON,AB,T6T1R7,1
H3K2L4,45.481871,-73.562359,2,1,,MONTR問AL,QC,H3K2L4,1
